source_file,source_line,base_id,new_id
RULE_1_Objectives_of_the_Game.stable.20250928-2213.jsonl,47,lli-bb-x-rule.1.04.p7-x-rulex-int_up,lli-bb-x-rule.1.04.p7-x-rulex-int_up
RULE_1_Objectives_of_the_Game.stable.20250928-2213.jsonl,48,lli-bb-x-rule.1.04.p8-x-rulex-min_maj,lli-bb-x-rule.1.04.p8-x-rulex-min_maj
RULE_1_Objectives_of_the_Game.stable.20250928-2213.jsonl,49,lli-bb-x-rule.1.04.p8-x-rulex-int,lli-bb-x-rule.1.04.p8-x-rulex-int
RULE_1_Objectives_of_the_Game.stable.20250928-2213.jsonl,50,lli-bb-x-rule.1.04.p8-x-rulex-jr_sr,lli-bb-x-rule.1.04.p8-x-rulex-jr_sr
RULE_1_Objectives_of_the_Game.stable.20250928-2213.jsonl,51,lli-bb-x-rule.1.04.p8-x-llo1-jr_sr,lli-bb-x-rule.1.04.p8-x-llo1-jr_sr
RULE_1_Objectives_of_the_Game.stable.20250928-2213.jsonl,52,lli-bb-x-rule.1.04.p9-x-rulex-all,lli-bb-x-rule.1.04.p9-x-rulex-all
RULE_1_Objectives_of_the_Game.stable.20250928-2213.jsonl,53,lli-bb-x-rule.1.04.p9-x-rulex-min_maj,lli-bb-x-rule.1.04.p9-x-rulex-min_maj
RULE_1_Objectives_of_the_Game.stable.20250928-2213.jsonl,54,lli-bb-x-rule.1.04.p10-x-rulex-maj_down,lli-bb-x-rule.1.04.p10-x-rulex-maj_down
RULE_1_Objectives_of_the_Game.stable.20250928-2213.jsonl,55,lli-bb-x-rule.1.04.p9-x-rulex-int_up,lli-bb-x-rule.1.04.p9-x-rulex-int_up
RULE_1_Objectives_of_the_Game.stable.20250928-2213.jsonl,56,lli-bb-x-rule.1.04.p10-x-rulex-int_up,lli-bb-x-rule.1.04.p10-x-rulex-int_up
RULE_1_Objectives_of_the_Game.stable.20250928-2213.jsonl,57,lli-bb-x-rule.1.04.p11-x-rulex-maj_down,lli-bb-x-rule.1.04.p11-x-rulex-maj_down
RULE_1_Objectives_of_the_Game.stable.20250928-2213.jsonl,58,lli-bb-x-rule.1.04.p11-x-rulex-int,lli-bb-x-rule.1.04.p11-x-rulex-int
RULE_1_Objectives_of_the_Game.stable.20250928-2213.jsonl,59,lli-bb-x-rule.1.04.p3-x-rulex-all,lli-bb-x-rule.1.04.p3-x-rulex-all
RULE_1_Objectives_of_the_Game.stable.20250928-2213.jsonl,60,lli-bb-x-rule.1.05.p1-x-rulex-all,lli-bb-x-rule.1.05.p1-x-rulex-all
RULE_1_Objectives_of_the_Game.stable.20250928-2213.jsonl,61,lli-bb-x-rule.1.05.p2-x-rule1-all,lli-bb-x-rule.1.05.p2-x-rule1-all
RULE_1_Objectives_of_the_Game.stable.20250928-2213.jsonl,62,lli-bb-x-rule.1.05.p2-rule1-note1-all,lli-bb-x-rule.1.05.p2-rule1-note1-all
RULE_1_Objectives_of_the_Game.stable.20250928-2213.jsonl,63,lli-bb-x-rule.1.06.p1-x-rulex-all,lli-bb-x-rule.1.06.p1-x-rulex-all
RULE_1_Objectives_of_the_Game.stable.20250928-2213.jsonl,64,lli-bb-x-rule.1.06.p1-x-note1-all,lli-bb-x-rule.1.06.p1-x-note1-all
RULE_1_Objectives_of_the_Game.stable.20250928-2213.jsonl,65,lli-bb-x-rule.1.06.p1-x-note2-all,lli-bb-x-rule.1.06.p1-x-note2-all
RULE_1_Objectives_of_the_Game.stable.20250928-2213.jsonl,66,lli-bb-x-rule.1.06.p2-x-rulex-all,lli-bb-x-rule.1.06.p2-x-rulex-all
RULE_1_Objectives_of_the_Game.stable.20250928-2213.jsonl,67,lli-bb-x-rule.1.07-x-rulex-min_maj,lli-bb-x-rule.1.07-x-rulex-min_maj
RULE_1_Objectives_of_the_Game.stable.20250928-2213.jsonl,68,lli-bb-x-rule.1.07-x-rulex-int,lli-bb-x-rule.1.07-x-rulex-int
RULE_1_Objectives_of_the_Game.stable.20250928-2213.jsonl,69,lli-bb-x-rule.1.07-x-rule1-jr_sr,lli-bb-x-rule.1.07-x-rule1-jr_sr
RULE_1_Objectives_of_the_Game.stable.20250928-2213.jsonl,70,lli-bb-x-rule.1.07-rule1-llo1-jr,lli-bb-x-rule.1.07-rule1-llo1-jr
RULE_1_Objectives_of_the_Game.stable.20250928-2213.jsonl,71,lli-bb-x-rule.1.08-x-rule1-all,lli-bb-x-rule.1.08-x-rule1-all
RULE_1_Objectives_of_the_Game.stable.20250928-2213.jsonl,72,lli-bb-x-rule.1.08-rule1-note1-maj_down,lli-bb-x-rule.1.08-rule1-note1-maj_down
RULE_1_Objectives_of_the_Game.stable.20250928-2213.jsonl,73,lli-bb-x-rule.1.08-rule1note1-ar1-maj_down,lli-bb-x-rule.1.08-rule1note1-ar1-maj_down
RULE_1_Objectives_of_the_Game.stable.20250928-2213.jsonl,74,lli-bb-x-rule.1.08-rule1-note2-maj_down,lli-bb-x-rule.1.08-rule1-note2-maj_down
RULE_1_Objectives_of_the_Game.stable.20250928-2213.jsonl,75,lli-bb-x-rule.1.08-rule1note2-ar1-maj_down,lli-bb-x-rule.1.08-rule1note2-ar1-maj_down
RULE_1_Objectives_of_the_Game.stable.20250928-2213.jsonl,76,lli-bb-x-rule.1.09-x-rulex-all,lli-bb-x-rule.1.09-x-rulex-all
RULE_1_Objectives_of_the_Game.stable.20250928-2213.jsonl,77,lli-bb-x-rule.1.09-x-note1-all,lli-bb-x-rule.1.09-x-note1-all
RULE_1_Objectives_of_the_Game.stable.20250928-2213.jsonl,78,lli-bb-x-rule.1.1.p1-x-rulex-all,lli-bb-x-rule.1.1.p1-x-rulex-all
RULE_1_Objectives_of_the_Game.stable.20250928-2213.jsonl,79,lli-bb-x-rule.1.1.p1-x-rulex-all,lli-bb-x-rule.1.1.p1-x-rulex-all-h23044cd3
RULE_1_Objectives_of_the_Game.stable.20250928-2213.jsonl,80,lli-bb-x-rule.1.1.p1-x-rulex-all,lli-bb-x-rule.1.1.p1-x-rulex-all-h01e2ac9f
RULE_1_Objectives_of_the_Game.stable.20250928-2213.jsonl,81,lli-bb-x-rule.1.1.p1-x-rulex-all,lli-bb-x-rule.1.1.p1-x-rulex-all-he1bc7133
RULE_1_Objectives_of_the_Game.stable.20250928-2213.jsonl,82,lli-bb-x-rule.1.1.p1-x-rulex-all,lli-bb-x-rule.1.1.p1-x-rulex-all-hd7c9d376
RULE_1_Objectives_of_the_Game.stable.20250928-2213.jsonl,83,lli-bb-x-rule.1.1.p2-x-rulex-tb,lli-bb-x-rule.1.1.p2-x-rulex-tb
RULE_1_Objectives_of_the_Game.stable.20250928-2213.jsonl,84,lli-bb-x-rule.1.1.p2-x-note1-tb,lli-bb-x-rule.1.1.p2-x-note1-tb
RULE_1_Objectives_of_the_Game.stable.20250928-2213.jsonl,85,lli-bb-x-rule.1.1.p3-x-rulex-min_maj,lli-bb-x-rule.1.1.p3-x-rulex-min_maj
RULE_1_Objectives_of_the_Game.stable.20250928-2213.jsonl,86,lli-bb-x-rule.1.1.p3-x-note1-min_maj,lli-bb-x-rule.1.1.p3-x-note1-min_maj
RULE_1_Objectives_of_the_Game.stable.20250928-2213.jsonl,87,lli-bb-x-rule.1.1.p3-x-note2-min_maj,lli-bb-x-rule.1.1.p3-x-note2-min_maj
RULE_1_Objectives_of_the_Game.stable.20250928-2213.jsonl,88,lli-bb-x-rule.1.1.p4-x-rulex-int,lli-bb-x-rule.1.1.p4-x-rulex-int
RULE_1_Objectives_of_the_Game.stable.20250928-2213.jsonl,89,lli-bb-x-rule.1.1.p4-x-note1-all,lli-bb-x-rule.1.1.p4-x-note1-all
RULE_1_Objectives_of_the_Game.stable.20250928-2213.jsonl,90,lli-bb-x-rule.1.1.p4-x-note2-int_jr,lli-bb-x-rule.1.1.p4-x-note2-int_jr
RULE_1_Objectives_of_the_Game.stable.20250928-2213.jsonl,91,lli-bb-x-rule.1.1.p5-x-rulex-sr,lli-bb-x-rule.1.1.p5-x-rulex-sr
RULE_1_Objectives_of_the_Game.stable.20250928-2213.jsonl,92,lli-bb-x-rule.1.1.p6-x-rulex-all,lli-bb-x-rule.1.1.p6-x-rulex-all
RULE_1_Objectives_of_the_Game.stable.20250928-2213.jsonl,93,lli-bb-x-rule.1.1.p6-x-note1-all,lli-bb-x-rule.1.1.p6-x-note1-all
RULE_1_Objectives_of_the_Game.stable.20250928-2213.jsonl,94,lli-bb-x-rule.1.1.p6-x-note2-all,lli-bb-x-rule.1.1.p6-x-note2-all
RULE_1_Objectives_of_the_Game.stable.20250928-2213.jsonl,95,lli-bb-x-rule.1.1.p6-x-note3-all,lli-bb-x-rule.1.1.p6-x-note3-all
RULE_1_Objectives_of_the_Game.stable.20250928-2213.jsonl,96,lli-bb-x-rule.1.1.p6-x-note4-all,lli-bb-x-rule.1.1.p6-x-note4-all
RULE_1_Objectives_of_the_Game.stable.20250928-2213.jsonl,97,lli-bb-x-rule.1.1.p6-note4-pen1-all,lli-bb-x-rule.1.1.p6-note4-pen1-all
RULE_1_Objectives_of_the_Game.stable.20250928-2213.jsonl,98,lli-bb-x-rule.1.1.p6-note4-ar1-all,lli-bb-x-rule.1.1.p6-note4-ar1-all
RULE_1_Objectives_of_the_Game.stable.20250928-2213.jsonl,99,lli-bb-x-rule.1.1.p6-note4-ar2-all,lli-bb-x-rule.1.1.p6-note4-ar2-all
RULE_1_Objectives_of_the_Game.stable.20250928-2213.jsonl,100,lli-bb-x-rule.1.11.a.1-x-rulex-all,lli-bb-x-rule.1.11.a.1-x-rulex-all
RULE_1_Objectives_of_the_Game.stable.20250928-2213.jsonl,101,lli-bb-x-rule.1.11.a.2-x-rulex-all,lli-bb-x-rule.1.11.a.2-x-rulex-all
RULE_1_Objectives_of_the_Game.stable.20250928-2213.jsonl,102,lli-bb-x-rule.1.11.a.3-x-rulex-all,lli-bb-x-rule.1.11.a.3-x-rulex-all
RULE_1_Objectives_of_the_Game.stable.20250928-2213.jsonl,103,lli-bb-x-rule.1.11.a.3-x-note1-all,lli-bb-x-rule.1.11.a.3-x-note1-all
RULE_1_Objectives_of_the_Game.stable.20250928-2213.jsonl,104,lli-bb-x-rule.1.11.b-x-rulex-all,lli-bb-x-rule.1.11.b-x-rulex-all
RULE_1_Objectives_of_the_Game.stable.20250928-2213.jsonl,105,lli-bb-x-rule.1.11.c-x-rulex-all,lli-bb-x-rule.1.11.c-x-rulex-all
RULE_1_Objectives_of_the_Game.stable.20250928-2213.jsonl,106,lli-bb-x-rule.1.11.d-x-rulex-all,lli-bb-x-rule.1.11.d-x-rulex-all
RULE_1_Objectives_of_the_Game.stable.20250928-2213.jsonl,107,lli-bb-x-rule.1.11.e-x-rulex-all,lli-bb-x-rule.1.11.e-x-rulex-all
RULE_1_Objectives_of_the_Game.stable.20250928-2213.jsonl,108,lli-bb-x-rule.1.11.f-x-rulex-all,lli-bb-x-rule.1.11.f-x-rulex-all
RULE_1_Objectives_of_the_Game.stable.20250928-2213.jsonl,109,lli-bb-x-rule.1.11.g-x-rulex-all,lli-bb-x-rule.1.11.g-x-rulex-all
RULE_1_Objectives_of_the_Game.stable.20250928-2213.jsonl,110,lli-bb-x-rule.1.11.h-x-rulex-all,lli-bb-x-rule.1.11.h-x-rulex-all
RULE_1_Objectives_of_the_Game.stable.20250928-2213.jsonl,111,lli-bb-x-rule.1.11.h-x-rulex-int_up,lli-bb-x-rule.1.11.h-x-rulex-int_up
RULE_1_Objectives_of_the_Game.stable.20250928-2213.jsonl,112,lli-bb-x-rule.1.11.h-x-ar1-maj_down,lli-bb-x-rule.1.11.h-x-ar1-maj_down
RULE_1_Objectives_of_the_Game.stable.20250928-2213.jsonl,113,lli-bb-x-rule.1.11.i-x-rulex-all,lli-bb-x-rule.1.11.i-x-rulex-all
RULE_1_Objectives_of_the_Game.stable.20250928-2213.jsonl,114,lli-bb-x-rule.1.11.i-x-rulex-int_up,lli-bb-x-rule.1.11.i-x-rulex-int_up
RULE_1_Objectives_of_the_Game.stable.20250928-2213.jsonl,115,lli-bb-x-rule.1.11.i-x-rulex-int_up,lli-bb-x-rule.1.11.i-x-rulex-int_up-h1b8cec18
RULE_1_Objectives_of_the_Game.stable.20250928-2213.jsonl,116,lli-bb-x-rule.1.11.j-x-rulex-all,lli-bb-x-rule.1.11.j-x-rulex-all
RULE_1_Objectives_of_the_Game.stable.20250928-2213.jsonl,117,lli-bb-x-rule.1.11.j-x-exc1-all,lli-bb-x-rule.1.11.j-x-exc1-all
RULE_1_Objectives_of_the_Game.stable.20250928-2213.jsonl,118,lli-bb-x-rule.1.11.k-x-rulex-all,lli-bb-x-rule.1.11.k-x-rulex-all
RULE_1_Objectives_of_the_Game.stable.20250928-2213.jsonl,119,lli-bb-x-rule.1.11.k-x-note1-all,lli-bb-x-rule.1.11.k-x-note1-all
RULE_1_Objectives_of_the_Game.stable.20250928-2213.jsonl,120,lli-bb-x-rule.1.12-x-rulex-all,lli-bb-x-rule.1.12-x-rulex-all
RULE_1_Objectives_of_the_Game.stable.20250928-2213.jsonl,121,lli-bb-x-rule.1.13-x-rulex-all,lli-bb-x-rule.1.13-x-rulex-all
RULE_1_Objectives_of_the_Game.stable.20250928-2213.jsonl,122,lli-bb-x-rule.1.13.a-x-rulex-all,lli-bb-x-rule.1.13.a-x-rulex-all
RULE_1_Objectives_of_the_Game.stable.20250928-2213.jsonl,123,lli-bb-x-rule.1.13.b-x-rulex-all,lli-bb-x-rule.1.13.b-x-rulex-all
RULE_1_Objectives_of_the_Game.stable.20250928-2213.jsonl,124,lli-bb-x-rule.1.13.c-x-rulex-all,lli-bb-x-rule.1.13.c-x-rulex-all
RULE_1_Objectives_of_the_Game.stable.20250928-2213.jsonl,125,lli-bb-x-rule.1.14-x-rulex-all,lli-bb-x-rule.1.14-x-rulex-all
RULE_1_Objectives_of_the_Game.stable.20250928-2213.jsonl,126,lli-bb-x-rule.1.15.a-x-rulex-all,lli-bb-x-rule.1.15.a-x-rulex-all
RULE_1_Objectives_of_the_Game.stable.20250928-2213.jsonl,127,lli-bb-x-rule.1.15.b-x-rulex-all,lli-bb-x-rule.1.15.b-x-rulex-all
RULE_1_Objectives_of_the_Game.stable.20250928-2213.jsonl,128,lli-bb-x-rule.1.16-x-rulex-all,lli-bb-x-rule.1.16-x-rulex-all
RULE_1_Objectives_of_the_Game.stable.20250928-2213.jsonl,129,lli-bb-x-rule.1.16-x-rulex-int_up,lli-bb-x-rule.1.16-x-rulex-int_up
RULE_1_Objectives_of_the_Game.stable.20250928-2213.jsonl,130,lli-bb-x-rule.1.16-x-ar1-all,lli-bb-x-rule.1.16-x-ar1-all
RULE_1_Objectives_of_the_Game.stable.20250928-2213.jsonl,131,lli-bb-x-rule.1.17-x-rulex-all,lli-bb-x-rule.1.17-x-rulex-all
RULE_1_Objectives_of_the_Game.stable.20250928-2213.jsonl,132,lli-bb-x-rule.1.17-x-note1-all,lli-bb-x-rule.1.17-x-note1-all
RULE_1_Objectives_of_the_Game.stable.20250928-2213.jsonl,133,lli-bb-x-rule.1.17-x-ar1-all,lli-bb-x-rule.1.17-x-ar1-all
RULE_2_Definition_of_Terms.stable.20250928-2214.jsonl,29,lli-bb-x-rule.2.001.adjudged-x-defx-all,lli-bb-x-rule.2.001.adjudged-x-defx-all
RULE_2_Definition_of_Terms.stable.20250928-2214.jsonl,30,lli-bb-x-rule.2.002.appeal-x-defx-all,lli-bb-x-rule.2.002.appeal-x-defx-all
RULE_2_Definition_of_Terms.stable.20250928-2214.jsonl,31,lli-bb-x-rule.2.003.at_bat-x-defx-all,lli-bb-x-rule.2.003.at_bat-x-defx-all
RULE_2_Definition_of_Terms.stable.20250928-2214.jsonl,32,lli-bb-x-rule.2.003.at_bat-x-def1-all,lli-bb-x-rule.2.003.at_bat-x-def1-all
RULE_2_Definition_of_Terms.stable.20250928-2214.jsonl,33,lli-bb-x-rule.2.003.at_bat-x-def2-all,lli-bb-x-rule.2.003.at_bat-x-def2-all
RULE_2_Definition_of_Terms.stable.20250928-2214.jsonl,34,lli-bb-x-rule.2.003.at_bat-x-def3-all,lli-bb-x-rule.2.003.at_bat-x-def3-all
RULE_2_Definition_of_Terms.stable.20250928-2214.jsonl,35,lli-bb-x-rule.2.003.at_bat-x-def4-all,lli-bb-x-rule.2.003.at_bat-x-def4-all
RULE_2_Definition_of_Terms.stable.20250928-2214.jsonl,36,lli-bb-x-rule.2.003.at_bat-x-note1-all,lli-bb-x-rule.2.003.at_bat-x-note1-all
RULE_2_Definition_of_Terms.stable.20250928-2214.jsonl,37,lli-bb-x-rule.2.003.at_bat-x-note2-all,lli-bb-x-rule.2.003.at_bat-x-note2-all
RULE_2_Definition_of_Terms.stable.20250928-2214.jsonl,38,lli-bb-x-rule.2.003.at_bat-x-ar1-all,lli-bb-x-rule.2.003.at_bat-x-ar1-all
RULE_2_Definition_of_Terms.stable.20250928-2214.jsonl,39,lli-bb-x-rule.2.004.backstop-x-defx-all,lli-bb-x-rule.2.004.backstop-x-defx-all
RULE_2_Definition_of_Terms.stable.20250928-2214.jsonl,40,lli-bb-x-rule.2.005.balk-x-defx-int_up,lli-bb-x-rule.2.005.balk-x-defx-int_up
RULE_2_Definition_of_Terms.stable.20250928-2214.jsonl,41,lli-bb-x-rule.2.005.balk-x-xx-maj_down,lli-bb-x-rule.2.005.balk-x-xx-maj_down
RULE_2_Definition_of_Terms.stable.20250928-2214.jsonl,42,lli-bb-x-rule.2.006.ball-x-defx-all,lli-bb-x-rule.2.006.ball-x-defx-all
RULE_2_Definition_of_Terms.stable.20250928-2214.jsonl,43,lli-bb-x-rule.2.006.ball-x-note1-all,lli-bb-x-rule.2.006.ball-x-note1-all
RULE_2_Definition_of_Terms.stable.20250928-2214.jsonl,44,lli-bb-x-rule.2.006.ball-x-rule1-maj_up,lli-bb-x-rule.2.006.ball-x-rule1-maj_up
RULE_2_Definition_of_Terms.stable.20250928-2214.jsonl,45,lli-bb-x-rule.2.007.base-x-defx-all,lli-bb-x-rule.2.007.base-x-defx-all
RULE_2_Definition_of_Terms.stable.20250928-2214.jsonl,46,lli-bb-x-rule.2.008.base_coach-x-defx-all,lli-bb-x-rule.2.008.base_coach-x-defx-all
RULE_2_Definition_of_Terms.stable.20250928-2214.jsonl,47,lli-bb-x-rule.2.008.base_coach-x-note1-all,lli-bb-x-rule.2.008.base_coach-x-note1-all
RULE_2_Definition_of_Terms.stable.20250928-2214.jsonl,48,lli-bb-x-rule.2.00899999999999999.base_on_balls-x-defx-all,lli-bb-x-rule.2.00899999999999999.base_on_balls-x-defx-all
RULE_2_Definition_of_Terms.stable.20250928-2214.jsonl,49,lli-bb-x-rule.2.00999999999999999.batter-x-defx-all,lli-bb-x-rule.2.00999999999999999.batter-x-defx-all
RULE_2_Definition_of_Terms.stable.20250928-2214.jsonl,50,lli-bb-x-rule.2.011.batter_runner-x-defx-all,lli-bb-x-rule.2.011.batter_runner-x-defx-all
RULE_2_Definition_of_Terms.stable.20250928-2214.jsonl,51,lli-bb-x-rule.2.012.batters_box-x-defx-all,lli-bb-x-rule.2.012.batters_box-x-defx-all
RULE_2_Definition_of_Terms.stable.20250928-2214.jsonl,52,lli-bb-x-rule.2.013.battery-x-defx-all,lli-bb-x-rule.2.013.battery-x-defx-all
RULE_2_Definition_of_Terms.stable.20250928-2214.jsonl,53,lli-bb-x-rule.2.014.batting_order-x-defx-all,lli-bb-x-rule.2.014.batting_order-x-defx-all
RULE_2_Definition_of_Terms.stable.20250928-2214.jsonl,54,lli-bb-x-rule.2.014.batting_order-x-exc1-all,lli-bb-x-rule.2.014.batting_order-x-exc1-all
RULE_2_Definition_of_Terms.stable.20250928-2214.jsonl,55,lli-bb-x-rule.2.015.bench_or_dugout-x-defx-all,lli-bb-x-rule.2.015.bench_or_dugout-x-defx-all
RULE_2_Definition_of_Terms.stable.20250928-2214.jsonl,56,lli-bb-x-rule.2.015.bench_or_dugout-x-ar1-all,lli-bb-x-rule.2.015.bench_or_dugout-x-ar1-all
RULE_2_Definition_of_Terms.stable.20250928-2214.jsonl,57,lli-bb-x-rule.2.016.bunt-x-defx-all,lli-bb-x-rule.2.016.bunt-x-defx-all
RULE_2_Definition_of_Terms.stable.20250928-2214.jsonl,58,lli-bb-x-rule.2.016.bunt-x-rule1-tb,lli-bb-x-rule.2.016.bunt-x-rule1-tb
RULE_2_Definition_of_Terms.stable.20250928-2214.jsonl,59,lli-bb-x-rule.2.016.bunt-x-ar1-all,lli-bb-x-rule.2.016.bunt-x-ar1-all
RULE_2_Definition_of_Terms.stable.20250928-2214.jsonl,60,lli-bb-x-rule.2.017.called_game-x-defx-all,lli-bb-x-rule.2.017.called_game-x-defx-all
RULE_2_Definition_of_Terms.stable.20250928-2214.jsonl,61,lli-bb-x-rule.2.018.catch-x-defx-all,lli-bb-x-rule.2.018.catch-x-defx-all
RULE_2_Definition_of_Terms.stable.20250928-2214.jsonl,62,lli-bb-x-rule.2.019.catcher-x-defx-all,lli-bb-x-rule.2.019.catcher-x-defx-all
RULE_2_Definition_of_Terms.stable.20250928-2214.jsonl,63,lli-bb-x-rule.2.02.catchers_box-x-defx-all,lli-bb-x-rule.2.02.catchers_box-x-defx-all
RULE_2_Definition_of_Terms.stable.20250928-2214.jsonl,64,lli-bb-x-rule.2.021.coach-x-defx-all,lli-bb-x-rule.2.021.coach-x-defx-all
RULE_2_Definition_of_Terms.stable.20250928-2214.jsonl,65,lli-bb-x-rule.2.021.coach-x-note1-all,lli-bb-x-rule.2.021.coach-x-note1-all
RULE_2_Definition_of_Terms.stable.20250928-2214.jsonl,66,lli-bb-x-rule.2.022.courtesy_runner-x-defx-all,lli-bb-x-rule.2.022.courtesy_runner-x-defx-all
RULE_2_Definition_of_Terms.stable.20250928-2214.jsonl,67,lli-bb-x-rule.2.022.courtesy_runner-x-note1-all,lli-bb-x-rule.2.022.courtesy_runner-x-note1-all
RULE_2_Definition_of_Terms.stable.20250928-2214.jsonl,68,lli-bb-x-rule.2.022.courtesy_runner-x-note2-all,lli-bb-x-rule.2.022.courtesy_runner-x-note2-all
RULE_2_Definition_of_Terms.stable.20250928-2214.jsonl,69,lli-bb-x-rule.2.023.dead_ball-x-defx-all,lli-bb-x-rule.2.023.dead_ball-x-defx-all
RULE_2_Definition_of_Terms.stable.20250928-2214.jsonl,70,lli-bb-x-rule.2.024.dead_ball_area-x-defx-all,lli-bb-x-rule.2.024.dead_ball_area-x-defx-all
RULE_2_Definition_of_Terms.stable.20250928-2214.jsonl,71,lli-bb-x-rule.2.025.defense-x-defx-all,lli-bb-x-rule.2.025.defense-x-defx-all
RULE_2_Definition_of_Terms.stable.20250928-2214.jsonl,72,lli-bb-x-rule.2.026.double_header-x-defx-all,lli-bb-x-rule.2.026.double_header-x-defx-all
RULE_2_Definition_of_Terms.stable.20250928-2214.jsonl,73,lli-bb-x-rule.2.027.double_play-x-defx-all,lli-bb-x-rule.2.027.double_play-x-defx-all
RULE_2_Definition_of_Terms.stable.20250928-2214.jsonl,74,lli-bb-x-rule.2.028.force_double_play-x-defx-all,lli-bb-x-rule.2.028.force_double_play-x-defx-all
RULE_2_Definition_of_Terms.stable.20250928-2214.jsonl,75,lli-bb-x-rule.2.029.reverse_force_double_play-x-defx-all,lli-bb-x-rule.2.029.reverse_force_double_play-x-defx-all
RULE_2_Definition_of_Terms.stable.20250928-2214.jsonl,76,lli-bb-x-rule.2.03.dugout-x-defx-all,lli-bb-x-rule.2.03.dugout-x-defx-all
